"kelime","anlam"
"nazar-ı dikkati celb etmek","dikkat çekmek"
"umum","bütün"
"kaza ve kader","hâdiselerin, olmadan önce Allah tarafından takdir olunup plânlanması ve vakti gelince yaratılması"
"Lâhika","ek, ilâve; Bediüzzaman ve talebelerinin mektuplarından oluşan kitaplar, Yirmi Yedinci Mektup"
"tâmim","yayma, herkese duyurma"
"âhir","son"
"fıkra","bölüm, kısım"
"salisen","üçüncü olarak"
"ruhanî","maddî yapısı olmayan mânevî varlık"
"tahsin","beğenme, güzelliğini ilân etme"
"himmet","ciddî gayret, çaba"
"mâsum","günahsız, suçsuz; çocuk"
"umum","bütün"
"şakirt","talebe, öğrenci"
"tahsin","beğenme, güzelliğini ilân etme"
"şükür","nimetlere karşı memnunluk gösterme, Allah’a teşekkür etme"
"rabian","dördüncü olarak"
"valide","anne"
"âhir","son"
"tâziye","başsağlığı, tesellî"
"haşiye","dipnot"
"himayet","koruma"
"risale","küçük çaplı kitap; Risale-i Nur’un her bir bölümü"
"sürur","mutluluk"
"Safranbolu kahramanları","Safranbolulu Risale-i Nur talebeleri"
"şehnâme","özellikle hükümdarların kahramanlık hikâyelerini anlatan manzum eser"
"iştirak","katılma"
"merkez-i hükümet","yönetim merkezi; başkent, Ankara"
"umumî","genel"
"Arabî hattı ve hurufu","Arapça yazısı ve harfleri"
"fütuhat","fetihler, zaferler"
"keramet","Allah’ın bir ikramı olarak görünen olağanüstü hâl ve fiil"
"inşirah","ferahlık, sevinç"
"suret","şekil, görünüş"
"mânen","mânevî olarak"
"tiryak","derman, ilâç"
"aziz","çok değerli, izzetli"
"sıddık","çok doğru ve bağlı"
"evvelâ","birincisi"
"medrese-i Nuriye","Risale-i Nur’un okunduğu yerler"
"hâlis","içten, katıksız, samimî"
"fıkra","bölüm; kısa yazı"
"Lâhika","ek, ilave; Bediüzzaman ve talebelerinin mektuplarından oluşan kitaplar"
"mâşaallah","Allah dilemiş, ne güzel yapmış mânâsına gelen ve beğeniyi ifade etmek için kullanılan bir söz"
"hafid","torun,"
"saniyen","ikinci olarak"
"şakirt","talebe, öğrenci"
"mâsum","günahsız, suçsuz; çocuk"
"mahdum","evlat, oğul; önde gelen kişilerin çocukları için kullanılır"
"mecmua","belli bir konuda yazılan yazıların toplamı; kitap, dergi"
"salisen","üçüncü olarak"
"elîm","acı ve sıkıntı veren"
"Selânikliler","burada kastedilen İttihad ve Terakki Fırkası’nın açtığı çığırla, özgürlük adına katı baskı idaresi kuran zihniyettir"
"istibdad-ı mutlak","hiçbir hak ve hürriyet tanımayan tam baskı, tam bir diktatörlük"
"fırka","grup"
"tecrid","soyutlama, yalnız başına bırakma"
"bedel","karşılık; bir şeyin yerine verilen"
"küfr-ü irtidad","dinden çıkarak küfre, inkâra gidiş"
"Dahiliye Vekili","İçişleri Bakanı"
"merhum","rahmete kavuşmuş, vefat etmiş"
"suret","kopya, yazılı bir şeyden çıkarılan kopya"
"telâkki","anlayış, kabul ediş"
"tefsir","açıklama, yorum"
"sâfi","arınmış, temiz"
"nakil","gönderilme, taşınma"
"insaniyet","insanlık"
"mahrem","gizli"
"ricaname","bir iş için yazılan rica mektubu"
"nezaket","incelik, zariflik"
"mükâfaten","mükâfat olarak"
"lütuf","iyilik, bağış"
"diriğ buyurma","menetme, önleme"
"zat-ı keremkâr","yüksek şeref sahibi olan kişi"
"minnettar olma","şükran duyma; mânen borçlu olma"
"el’an","şimdi, şu ân"
"kaza","ilçe"
"ikamete memur olma","kişinin devlet tarafından belirli bir yerde oturuma mecbur edilmesi"
"seciye","huy, karakter"
"perverde olma","yetişme"
"Umumî Harp","Dünya Savaşı"
"mücahede","cihad etme, mücadele"
"irşad","doğru yolu gösterme"
"harp","savaş"
"saniyen","ikinci olarak"
"şakirt","talebe, öğrenci"
"mâsum","günahsız, suçsuz; çocuk"
"mahdum","evlat, oğul; önde gelen kişilerin çocukları için kullanılır"
"mecmua","belli bir konuda yazılan yazıların toplamı; kitap, dergi"
"salisen","üçüncü olarak"
"elîm","acı ve sıkıntı veren"
"Selânikliler","burada kastedilen İttihad ve Terakki Fırkası’nın açtığı çığırla, özgürlük adına katı baskı idaresi kuran zihniyettir"
"istibdad-ı mutlak","hiçbir hak ve hürriyet tanımayan tam baskı, tam bir diktatörlük"
"fırka","grup"
"tecrid","soyutlama, yalnız başına bırakma"
"bedel","karşılık; bir şeyin yerine verilen"
"küfr-ü irtidad","dinden çıkarak küfre, inkâra gidiş"
"Dahiliye Vekili","İçişleri Bakanı"
"merhum","rahmete kavuşmuş, vefat etmiş"
"suret","kopya, yazılı bir şeyden çıkarılan kopya"
"telâkki","anlayış, kabul ediş"
"tefsir","açıklama, yorum"
"sâfi","arınmış, temiz"
"nakil","gönderilme, taşınma"
"insaniyet","insanlık"
"mahrem","gizli"
"ricaname","bir iş için yazılan rica mektubu"
"nezaket","incelik, zariflik"
"mükâfaten","mükâfat olarak"
"lütuf","iyilik, bağış"
"diriğ buyurma","menetme, önleme"
"zat-ı keremkâr","yüksek şeref sahibi olan kişi"
"minnettar olma","şükran duyma; mânen borçlu olma"
"el’an","şimdi, şu ân"
"kaza","ilçe"
"ikamete memur olma","kişinin devlet tarafından belirli bir yerde oturuma mecbur edilmesi"
"seciye","huy, karakter"
"perverde olma","yetişme"
"Umumî Harp","Dünya Savaşı"
"mücahede","cihad etme, mücadele"
"irşad","doğru yolu gösterme"
"harp","savaş"
"mâruf","bilinen, tanınmış"
"ulema","âlimler"
"garb","batı"
"müteaddit","bir çok, çeşitli"
"âşina","bilen"
"üstad-ı âzam","en büyük üstad"
"el-Ehram","Mısır’da yayınlanan bir gazete"
"ceride","gazete"
"Fatînü'l-Asr","asrın en zeki ve akıllısı"
"fıtraten","yaratılış gereği"
"kudret","güç ve iktidar"
"İlâhî","Allah tarafından olan"
"takdir","değerini bilme; beğendiğini dile getirme"
"seciyeten","huy olarak, karakter yapısı olarak"
"takdire şâyan","takdir edilmeye lâyık"
"hâdim","hizmetçi"
"haşiye","dipnot, açıklayıcı not"
"mukabil","karşılık"
"şakirt","talebe, öğrenci"
"acip","acayip, şaşırtıcı"
"inkırâz","yıkılma"
"ehl-i hakikat","doğru ve hak yolda olan kimseler"
"tahsin etme","beğenme, güzelliğini ilân etme"
"içtimaen","toplu olarak"
"mânen","mânevî olarak"
"şehadet etme","şahitlik, tanıklık etme"
"dahilen","içten, içeriden"
"mukadderat","takdir olunmuş şeyler, kaderde olanlar"
"dirayetli","incelikleri kavrayış gücüne sahip"
"temenniyat","temenniler, dilekler, istekler"
"jurnalci","gazeteci, haberci"
"hürriyet","serbestlik, özgürlük"
"nimet","iyilik, lütuf, ihsan"
"adl","adalet"
"ihsan","bağış, ikram, lütuf"
"kaziye","hüküm, fikir"
"tevfikan","uygun düşmesi için, uygun olarak"
"hüsn-ü niyet","güzel niyet"
"ibka","bırakma, salıverme"
"ifna","sona erdirme (tutukluluk)"
"ifa etme","yerine getirme"
"tarihçe-i hayat","hayat hikâyesi"
"fasıl","bölüm, ara"
"derc buyurma","yerleştirme, ekleme"
"adaletperver","âdil, adâlet taraftarı"
"vak'a-nüvis","tarihî olay yazan; Osmanlı Devleti zamanında resmî devlet tarihçisi"
"muhterem","hürmete lâyık, saygıdeğer"
"mesmu","işitilmiş haber"
"nazaran","bakarak, göre"
"muhtel olma","bozulma, karışma"
"zâhib","kanaat ve fikre sahip olan"
"hâlis","saf, katıksız"
"kaza","ilçe"
"müteessir olma","etkilenme, üzülme"
"Umumî Harp","Dünya Savaşı"
"mebus","milletvekili"
"hengâm","zaman, ân"
"esbak","önceki, eski"
"aziz","çok değerli, izzetli"
"insaniyet","insanlık"
"minnettar","şükran duyma, mânen borçlu olma"
"tahammül","dayanma, katlanma"
"reis","başkan"
"muhterem","hürmete lâyık, saygıdeğer"
"mesmu","işitilmiş haber"
"nazaran","bakarak, göre"
"muhtel olma","bozulma, karışma"
"zâhib","kanaat ve fikre sahip olan"
"hâlis","saf, katıksız"
"kaza","ilçe"
"müteessir olma","etkilenme, üzülme"
"Umumî Harp","Dünya Savaşı"
"mebus","milletvekili"
"hengâm","zaman, ân"
"esbak","önceki, eski"
"aziz","çok değerli, izzetli"
"insaniyet","insanlık"
"minnettar","şükran duyma, mânen borçlu olma"
"tahammül","dayanma, katlanma"
"reis","başkan"
"nüsha","kopya"
"bârekâllah","Allah hayırlı ve mübarek kılsın anlamında, beğeniyi ifade etme için kullanılan bir söz"
"tevafuk","denk gelme, uygunluk"
"mâsum","günahsız, suçsuz; çocuk"
"taife","grup"
"mutaassıbane","tutucu, inanç ve geleneklerine aşırı derecede sahip çıkarak"
"iltizam","bağlanma"
"inşaallah","Allah dilerse, izin verirse"
"muhalif","aykırı, zıt"
"neşir","yayma, yayımlama"
"meşveret","işlerin danışıp görüşme yoluyla halledilmesi"
"mütekaid","emekliye ayrılmış, emekli"
"vesvese","kuruntu, şüphe"
"Hikmetü’l-İstiâze Lem’ası","Şeytan’dan Allah’a sığınma meselesine dair olan On Üçüncü lem’a"
"melâike","melekler"
"ruhanî","maddî yapısı olmayan mânevî varlık"
"vücut","var olma"
"vesvese","şüphe, kuruntu"
"zındık","dinsiz"
"maddiyun","materyalistler, her şeyi maddeye bağlayanlar"
"vaziyet","durum, hâl"
"müteessir","etkilenen"
"müşkül","zorluk"
"hâlisane","temiz kalplilikle, safiyetle"
"teslimkârane","teslim olana yakışır şekilde"
"Medrese-i Nuriye","Risale-i Nur’un okunduğu yer"
"mesrur","sevinçli, mutlu"
"minnettar olmak","şükran duymak"
"şehid","Allah yolunda canını feda eden Müslüman"
"kerîme","kız evlat"
"hafîd","torun"
"Cenâb-ı Hak","Hakkın ta kendisi olan sonsuz şeref ve yücelik sahibi Allah"
"muvaffakiyet","başarı"
"saadet","mutluluk"
"âmin","Âllah’ım kabul eyle”"
"merhum","rahmete kavuşmuş, vefat etmiş"
"hat","yazı"
"mutabık","uygun"
"nazar","bakış, düşünce"
"manzume","vezinli ve kafiyeli söz, şiir"
"Lâhika","ek, ilâve; Bediüzzaman ve talebelerinin mektuplarından oluşan kitaplar; Yirmi Yedinci Mektup"
"risale","mektup; Risale-i Nur’da yer alan herbir bölüm"
"neşir","yayılma"
"hizmet-i Nuriye","Risale-i Nur hizmeti"
"hülya","hayal"
"tevafuk","denk gelme, uygunluk"
"ferah","sevinç, rahat, huzur"
"Cenâb-ı Erhamürrâhimîn","merhametlilerin en merhametlisi ve sonsuz şeref ve azamet sahibi olan yüce Allah"
"mahrem","gizli"
"suikast","kötü kasıt; bir kimsenin hayatına kastetme"
"inâyet-i İlâhiye","Allah’ın inâyeti, yardımı, lütfu"
"tahammül","dayanma, katlanma"
"akîm","neticesiz, sonuçsuz"
"reisicumhur","cumhurbaşkanı"
"komite","kötü bir maksat için toplanmış gizli cemiyet, topluluk"
"ecnebî","yabancı"
"keyfî","isteğe, arzuya göre"
"ihanet","aşağılama, hakaret"
"tâzip","azap verme, cezalandırma"
"âhiret","öteki dünya, öldükten sonraki ebedî hayat"
"sakar","yedi Cehennemden birinin ismi"
"inşaallah","Allah dilerse"
"âb-ı kevser","Cennette bulunan Kevser ırmağının suyu"
"Heyet-i Vekile","Bakanlar Kurulu"
"Reis","başkan, başbakan"
"nüsha","kopya"
"bârekâllah","Allah hayırlı ve mübarek kılsın anlamında, beğeniyi ifade etme için kullanılan bir söz"
"tevafuk","denk gelme, uygunluk"
"mâsum","günahsız, suçsuz; çocuk"
"taife","grup"
"mutaassıbane","tutucu, inanç ve geleneklerine aşırı derecede sahip çıkarak"
"iltizam","bağlanma"
"inşaallah","Allah dilerse, izin verirse"
"muhalif","aykırı, zıt"
"neşir","yayma, yayımlama"
"meşveret","işlerin danışıp görüşme yoluyla halledilmesi"
"mütekaid","emekliye ayrılmış, emekli"
"vesvese","kuruntu, şüphe"
"Hikmetü’l-İstiâze Lem’ası","Şeytan’dan Allah’a sığınma meselesine dair olan On Üçüncü lem’a"
"melâike","melekler"
"ruhanî","maddî yapısı olmayan mânevî varlık"
"vücut","var olma"
"vesvese","şüphe, kuruntu"
"zındık","dinsiz"
"maddiyun","materyalistler, her şeyi maddeye bağlayanlar"
"vaziyet","durum, hâl"
"müteessir","etkilenen"
"müşkül","zorluk"
"hâlisane","temiz kalplilikle, safiyetle"
"teslimkârane","teslim olana yakışır şekilde"
"Medrese-i Nuriye","Risale-i Nur’un okunduğu yer"
"mesrur","sevinçli, mutlu"
"minnettar olmak","şükran duymak"
"şehid","Allah yolunda canını feda eden Müslüman"
"kerîme","kız evlat"
"hafîd","torun"
"Cenâb-ı Hak","Hakkın ta kendisi olan sonsuz şeref ve yücelik sahibi Allah"
"muvaffakiyet","başarı"
"saadet","mutluluk"
"âmin","Âllah’ım kabul eyle”"
"",""
"merhum","rahmete kavuşmuş, vefat etmiş"
"hat","yazı"
"mutabık","uygun"
"nazar","bakış, düşünce"
"manzume","vezinli ve kafiyeli söz, şiir"
"Lâhika","ek, ilâve; Bediüzzaman ve talebelerinin mektuplarından oluşan kitaplar; Yirmi Yedinci Mektup"
"risale","mektup; Risale-i Nur’da yer alan herbir bölüm"
"neşir","yayılma"
"hizmet-i Nuriye","Risale-i Nur hizmeti"
"hülya","hayal"
"tevafuk","denk gelme, uygunluk"
"ferah","sevinç, rahat, huzur"
"Cenâb-ı Erhamürrâhimîn","merhametlilerin en merhametlisi ve sonsuz şeref ve azamet sahibi olan yüce Allah"
"mahrem","gizli"
"suikast","kötü kasıt; bir kimsenin hayatına kastetme"
"inâyet-i İlâhiye","Allah’ın inâyeti, yardımı, lütfu"
"tahammül","dayanma, katlanma"
"akîm","neticesiz, sonuçsuz"
"reisicumhur","cumhurbaşkanı"
"komite","kötü bir maksat için toplanmış gizli cemiyet, topluluk"
"ecnebî","yabancı"
"keyfî","isteğe, arzuya göre"
"ihanet","aşağılama, hakaret"
"tâzip","azap verme, cezalandırma"
"âhiret","öteki dünya, öldükten sonraki ebedî hayat"
"sakar","yedi Cehennemden birinin ismi"
"inşaallah","Allah dilerse"
"âb-ı kevser","Cennette bulunan Kevser ırmağının suyu"
"Heyet-i Vekile","Bakanlar Kurulu"
"Reis","başkan, başbakan"
"zabıta","polis"
"zerre kadar","en küçük, çok az miktar"
"vazifedar","görevli"
"istimal","kullanma"
"istihdam","çalıştırma"
"ihtiyat","önlem alma, tedbirli hareket etme"
"temkin","ağırbaşlılık, ihtiyatlı hareket etme"
"dessas","hilebaz, aldatıcı"
"münafık","iki yüzlü, inanmadığı halde inanmış görünen"
"istibdad-ı mutlak","hiçbir hak ve hürriyet tanımayan sınırsız baskı, sınırsız bir diktatörlük"
"fırka","grup"
"esrar","sırlar"
"ifşa","yayma, duyurma"
"misyoner","Hıristiyanlığı tanıtmaya ve yaymaya çalışan kimse"
"Hıristiyan ruhanîler","Hıristiyan din adamları"
"elzem","çok gerekli"
"şimal","kuzey"
"cereyan","akım, hareket"
"müdafaa","savunma"
"ittifak","birleşme, birlik"
"tabaka-i avâm","halk tabakası"
"müsaadekâr","müsaade edici, izin verici"
"vücub-u zekât","zekâtın farz oluşu"
"hurmet-i riba","faizin haram olması"
"burjuva","servet ve mal birikimi yapanlar; zenginler sınıfı"
"avâm","halk tabakası, sıradan insanlar"
"imtiyaz","ayrıcalık"
"kaide","düstur, prensip"
"aziz","çok değerli, izzetli"
"sıddık","çok doğru ve bağlı"
"muhtasar","kısa, öz"
"evvelâ","birincisi"
"hakikat","asıl, gerçek, doğru"
"zuhur","ortaya çıkma, görünme"
"mâsum","günahsız, suçsuz; çocuk"
"tashihat","düzeltmeler"
"şâyân-ı tebrik","tebrik etmeye, kutlamaya lâyık"
"reis","başkan, lider"
"hakikat","gerçek, doğru"
"komite","kötü bir amaç kurulmuş cemiyet, topluluk"
"zındıka","dinsiz"
"istibdad-ı mutlak","hiçbir hak ve hürriyet tanımayan tam baskı, tam diktatörlük"
"inşaallah","Allah dilerse"
"haşiye","dipnot, açıklayıcı not"
"istibdad","baskı"
"mâsum","günahsız, suçsuz"
"mazlum","zulme uğramış"
"ihtiyat","önlem alma, tedbirli hareket etme"
"cereyan","akım, hareket"
"fevkinde","üstünde"
"umum","bütün"
"tâbi olmak","arkasından gitmek, itaat etmek"
"mütecaviz","haddini aşan, başkasının hukukunu çiğneyen"
"nokta-i istinat","dayanak noktası"
"intişar","yayılma"
"maslahat","fayda, gaye"
"hususan","bilhassa, özellikle"
"medrese","ders yapılan yer"
"muarız","karşı gelen, muhalif"
"dahilde","içeride"
"tarafgirane","bir tarafı destekleyerek"
"vaziyet","durum, hâl"
"muteriz","itiraz eden"
"nedamet","pişmanlık"
"risale","mektup; Risale-i Nur’da yer alan herbir bölüm"
"lâkayt","duyarsız"
"fütuhat","fetihler, zaferler, başarılar"
"enaniyetli","bencil, gururlu"
"neşir","yayılma"
"tervic","kabul ettirme, geçerli kılma"
"meşkûk","şüpheli"
"inâyet-i İlâhiye","Allah’ın inâyeti, yardım ve ihsanı"
"havale","göndermek, gönderi"
"aziz","çok değerli, izzetli"
"sıddık","çok doğru ve bağlı"
"kanaat gelme","razı olma, inanma"
"tashihat","düzeltmeler"
"telif","yazma, kaleme alma"
"tahakkuk","gerçekleşme"
"inâyet","Allah’ın yardımı"
"muvaffakiyet","başarı"
"nümune","örnek, misal"
"saniyen","ikinci olarak"
"hâlisâne","samimî, içten bir şekilde"
"sadakat","bağlılık, sebat"
"zekâvet","zekilik"
"bahadır","kahraman, cesur, yiğit"
"daire-i Nur","Risale-i Nur dairesi"
"makam","derece"
"lâhika","ek, ilâve; Üstad Bediüzzaman ve talebelerinin mektuplarından oluşan kitaplar, Yirmi Yedinci Mektup"
"şakirt","öğrenci, talebe"
"valide","anne"
"rüfeka","arkadaşlar"
"Cenâb-ı Hak","Hakkın ta kendisi olan sonsuz şeref ve yücelik sahibi Allah"
"ebeden","sonsuza kadar"
"salisen","üçüncü olarak"
"muhterem","hürmete lâyık, saygıdeğer"
"peder","baba"
"ammizade","amca çocuğu"
"has","özel; Nur talebelerinin önde geleni"
"nâşir","yayan"
"havali","çevre, bölge"
"manzum","şiir gibi vezinli yazılmış eser"
"fıkra","bölüm; kısa yazı"
"muvaffak","başarılı"
"rabian","dördüncü olarak"
"istinaden","dayanarak"
"mâşâallah","Allah dilemiş ve ne güzel yaratmış"
"veffakakümüllah","Allah sizi muvaffak etsin, başarılı kılsın"
"aziz","çok değerli, izzetli"
"sıddık","çok doğru ve bağlı"
"âlicenap","yüksek ahlâk sahibi"
"sergüzeşte-i hayat","hayat macerası, serüveni"
"mücmel","kısa, kısaca"
"inşaallah","Allah dilerse, izin verirse"
"âdi","basit, değersiz"
"nesl-i âti","gelecek nesil"
"liyakat","lâyık olma"
"hadsiz","sınrısız, sonsuz"
"şöhretperestlik","şöhret düşkünlüğü"
"enaniyet","benlik"
"hodfüruşluk","kendi kendini beğenme, pahalıya satma"
"riyakârlık","gösteriş düşkünlüğü"
"inâyet","Allah’ın yardımı"
"muvaffakiyet","başarı"
"nümune","örnek, misal"
"saniyen","ikinci olarak"
"hâlisâne","samimî, içten bir şekilde"
"sadakat","bağlılık, sebat"
"zekâvet","zekilik"
"bahadır","kahraman, cesur, yiğit"
"daire-i Nur","Risale-i Nur dairesi"
"makam","derece"
"lâhika","ek, ilâve; Üstad Bediüzzaman ve talebelerinin mektuplarından oluşan kitaplar, Yirmi Yedinci Mektup"
"şakirt","öğrenci, talebe"
"valide","anne"
"rüfeka","arkadaşlar"
"Cenâb-ı Hak","Hakkın ta kendisi olan sonsuz şeref ve yücelik sahibi Allah"
"ebeden","sonsuza kadar"
"salisen","üçüncü olarak"
"muhterem","hürmete lâyık, saygıdeğer"
"peder","baba"
"ammizade","amca çocuğu"
"has","özel; Nur talebelerinin önde geleni"
"nâşir","yayan"
"havali","çevre, bölge"
"manzum","şiir gibi vezinli yazılmış eser"
"fıkra","bölüm; kısa yazı"
"muvaffak","başarılı"
"rabian","dördüncü olarak"
"istinaden","dayanarak"
"mâşâallah","Allah dilemiş ve ne güzel yaratmış"
"veffakakümüllah","Allah sizi muvaffak etsin, başarılı kılsın"
"aziz","çok değerli, izzetli"
"sıddık","çok doğru ve bağlı"
"âlicenap","yüksek ahlâk sahibi"
"sergüzeşte-i hayat","hayat macerası, serüveni"
"mücmel","kısa, kısaca"
"inşaallah","Allah dilerse, izin verirse"
"âdi","basit, değersiz"
"nesl-i âti","gelecek nesil"
"liyakat","lâyık olma"
"hadsiz","sınrısız, sonsuz"
"şöhretperestlik","şöhret düşkünlüğü"
"enaniyet","benlik"
"hodfüruşluk","kendi kendini beğenme, pahalıya satma"
"riyakârlık","gösteriş düşkünlüğü"
"münferit","başka bir şeye bağlı bulunmayan, yalnız olan, kendi başına"
"hayat-ı içtimaiye","toplum hayatı"
"istikbal","gelecek"
"ehl-i vukuf","bilirkişi"
"müttefikan","birleşerek, fikir birliğiyle"
"tahakkuk","gerçekleşme"
"nokta-i nazar","bakış açısı"
"biçare","çaresiz"
"meâl","açıklama, anlam"
"şakirt","öğrenci, talebe"
"izah","açıklama"
"merhum","rahmete kavuşmuş, vefat etmiş"
"tab etmek","basmak"
"saniyen","ikinci olarak"
"zuhur","ortaya çıkma, görünme"
"nevi","çeşit, tür"
"müdafaaname","savunma metni, savunma dilekçesi"
"risale","mektup; Risale-i Nur’da yer alan herbir bölüm"
"İhtiyarlar Lem’ası","Yirmi Altıncı Lem’a"
"Âyet-i Hasbiye Risalesi","Dördüncü Şuâ"
"Hücumat-ı Sitte","altı hücum anlamına gelen ve şeytanın desiselerine karşı yazılan bir eser; Yirmi Dokuzuncu Mektubun Altıncı Risalesi olan Altıncı Kısmı"
"İşârât-ı Selâse","Yirmi İkinci Lem’a"
"İşârât-ı Seb’a","üç sorunun cevabı olarak yedi işaretten oluşan Yirmi Dokuzuncu Mektubun Yedinci Kısmı"
"ecza","bütünü oluşturan parçalar"
"tafsilen","ayrıntılı olarak"
"inşaallah","Allah dilerse, izin verirse"
"alâkadarlık","ilgilenme, ilgi duyma"
"aziz","çok değerli, izzetli"
"sıddık","çok doğru ve bağlı"
"vesveseli","kuruntulu"
"hassas","duyarlı"
"dua-i Nebevî","Hz. Muhammed’in (a.s.m.) duası"
"haricinde","dışında"
"sevap","hayır; ilâhî mükâfatı kazandıran iş"
"fazilet","değer ve üstünlük"
"hadis","Peygamber Efendimizin (a.s.m.) mübarek söz, fiil ve hareketi veya Onun onayladığı başkasına ait söz, iş veya davranış"
"râvi","rivâyet eden, nakleden"
"hadsiz","sayısız, sınırsız"
"mübalâğa","abartı"
"melâike","melekler"
"kürsi","makam"
"tevazu","alçakgönüllülük"
"mikyas","ölçek"
"imdad","yardım"
"kat’î","kesin"
"hikmet","her şeyin bir gaye ve faydaya yönelik olarak, tam yerli yerinde olduğunu gösteren ilim"
"mutabık","uygun"
"icmal","özet; özetleme"
"beyan","açıklama, anlatım"
"evvelâ","birincisi"
"usul","esas, temel kural"
"izale","giderme, ortadan kaldırma"
"saniyen","ikinci olarak"
"ümmet","Hz. Peygambere inanıp onun yolundan giden mü’minler"
"hasenat","güzellikler, iyilikler"
"saadet","mutluluk"
"İsm-i Âzam","Cenâb-ı Hakkın binbir isminden en büyük ve mânâca diğer isimleri kuşatmış olanı"
"mazhar","ayna olma, erişme"
"kâinat","evren, bütün yaratılmışlar"
"çekirdek-i aslî","asıl çekirdek, öz"
"cami","içine alan, kapsayan"
"zât-ı Ahmediye","Hz. Muhammed’in şahsiyeti"
"Aleyhissalâtü Vesselâm","Allah’ın salât ve selâmı onun üzerine olsun"
"azîm","büyük"
"mertebe","derece, basamak"
"Aleyhisselâm","Allah’ın selâmı onun üzerine olsun"
"kıyas","karşılaştırma"
"acip","acayip, şaşırtıcı, tuhaf"
"velâyet-i kübrâ","büyük velilik"
"küllî","geniş ve kapsamlı"
"umumî","genel"
"mahiyet","temel nitelik, esas"
"tebaiyet","tabi olma, uyma"
"kâfi","yeterli"
"muvazene-i ahkâm","hükümlerdeki denge"
"farz","Allah’ın kesin emirleri"
"salisen","üçüncü olarak"
"mübalâğa","abartı"
"münezzeh","arınmış, kusur ve eksiklikten yüce"
"ayn-ı hakikat","gerçeğin ta kendisi"
"Esmâ-i Hüsnâ","Allah’ın en güzel isimleri"
"hakikat","asıl, gerçek, doğru"
"nihayetsiz","sınırsız, sonsuz"
"tecellî","belirme, görünme, yansıma"
"feyiz","bolluk, bereket, lütuf"
"Muhbir-i Sâdık","doğru haber verici olan Peygamberimiz (a.s.m)"
"müphem","belirsiz, gizli"
"mutlak bırakma","serbest bırakmama, sınır belirtmeme"
"mürur-u zaman","zamanın geçmesi"
"kaziye-i mümkine ve mutlaka","sınırları belirlenmemiş imkân dahilindeki hüküm"
"bilfiil","fiilen, uygulamada"
"vâki","vukua gelen, olan, mevcut"
"telâkki","anlama, kabul etme"
"rabian","dördüncü olarak"
"Lem’a-i İhlâs","İhlâs Risalesi olan Yirminci Lem’a"
"haşiye","dipnot"
"mâlikiyet","sahiplik"
"hususî","özel"
"hane","ev"
"zemin","yer, dünya"
"nevi","çeşit, tür"
"mâlik","sahip"
"tasarruf etme","dilediği gibi kullanma"
"fevkalhad","haddinden fazla, pek çok"
"haricinde","dışında"
"mezkûr","adı geçen"
"hakikat","asıl, gerçek, doğru"
"fazilet-i a’mâl","amellerdeki fazilet, üstünlük"
"mazhar","ayna olma, erişme"
"zerre","çok küçük parça"
"feyiz","bolluk, bereket, lütuf"
"zât-ı Ahmediye","Hz. Muhammed’in (a.s.m.) şahsiyeti"
"vird","devamlı yapılan zikir"
"şeriat","Allah tarafından bildirilen hükümlerin hepsi; İslâmiyet"
"risalet","elçilik, peygamberlik"
"velâyet-i Ahmediye","Hz. Muhammed’in (a.s.m.) veliliği"
"umumî","genel"
"mertebe","derece, basamak"
"beyan","açıklama, anlatım"
"tebaiyet","tabi olma, uyma"
"has vâris","özel mirasçılar; Hz. Muhammed’in (a.s.m.) açtığı yolda ön sırada ilerleyenler"
"teşvik","isteklendirme"
"vesvese","kuruntu, şüphe"
"lillâhilhamd","Allah’a hamd olsun ki"
"kanaati gelme","inanma, razı olma"
"umum","bütün"
"fıkra","bölüm; kısa yazı"
"mahrem","gizli"
"haslar","Nur talebelerinin önde gelenleri"
"mahsus","has, özel"
"aziz","çok değerli, izzetli"
"sıddık","çok doğru ve bağlı"
"medrese","eskiden ortaöğretim ve yüksek okul seviyesinde bir öğretim kurumu; üniversite"
"münafık","iki yüzlü, inanmadığı halde inanmış görünen"
"istimal","kullanma"
"enaniyetli","bencil, gururlu"
"evhamlı","kuşkulu, vehimli, kuruntulu"
"bid’a","aslen dinde olmayıp sonradan dine zarar verecek şekilde ortaya çıkan şeyler"
"İşârât-ı Seb’a","üç sorunun cevabı olarak yedi işaretten oluşan Yirmi Dokuzuncu Mektubun Yedinci Kısmı"
"ulemaü’s-sû","dini, dünya menfaatlerine alet eden kötü âlimler"
"mezheb","dinde tutulan yol"
"cevaz gösteren","izin veren, müsaade eden"
"derd-i maişet","geçim derdi"
"zaruret","zorunluluk"
"mevki-i içtimaî","sosyal mevki, makam"
"haysiyet","itibar"
"tenkid","eleştiri"
"adavet","düşmanlık"
"müfrit","ifrat eden, haddini aşan, ölçüsüz ve taşkın hareket eden"
"nisbeten","göre; oranla"
"merhum","rahmete kavuşmuş, vefat etmiş"
"takdir","bir şeyin değerini anlama ve ilân etme"
"tahsin","beğenme, güzelliği ilân etme"
"muhterem","hürmete lâyık, saygıdeğer"
"inşaallah","Allah dilerse, izin verirse"
"Yirminci Lem’a-i İhlâs","İhlâs Risalesi olan Yirminci Lem’a"
"sebatkâr","sebat eden"
"kuvve-i mânevî","mânevî kuvvet"
"münakaşa","tartışma"
"muamele","davranış; karşılık"
"himmet","ciddi gayret, yardım"
